clave_articulo,descripcion,inventarios,tipo_documentos,linea,serie,unidad,unidad_empaque,cantidad_almacen,rack,control_almacen,concepto,tipo_documento,documento,clave_cliente_proveedor,clave_vendedor,cantidad,precio,costo,tiempo_surtido,stock_min,stock_max,tipo_costeo,fecha_ultima_compra,pendiente_recibir,fecha_ultima_venta,pendientes_surtir,existencias,costo_promedio,ultimo_costo,tipo_elemento,unidad_salida,factor_entre_unidades,apartados,lote,pedimento,peso,volumen,clave_esuqema,cantidad_ventas_anuales,monto_ventas_anuales,cantidad_compras_anuales,monto_compras_anuales,cuenta_contable,estatus,manejo_ieps,tax_num,cuota_ieps,forma_ieps,clave_sat,clave_unidad,catalogo,id_catalogo,titulo_ml,color,medidas,volts,a,w,marca
7500025,PLASTER MATE INTERIOR-EXTERIOR,1,M,CON,N,LT,,7,1B,7-1B,,,,DPK131219,,,,,7,2,10,,,,,,,,,P,LT,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
55990051,BODY FILLER MASILLA LIGERA,1,M,CON,N,LT,,7,1B,7-1B,,,,DPK131219,,,,,1,0,4,,,,,,,,,P,LT,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,COMEX
 9600-600-4 ,MONTACARGAS POT-2  9600-600-4,1,M,REF,N,PZ,,4,1A,4-1A,,,,AEL920315,,,,,7,0,2,,,,,,,1740,1740,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
 ABT-739,DISCOS DE 14 TRUPER,1,M,CON,N,PZ,,1,19C,1-19C,,,,NMQ050902,,,,,7,1,20,,2021/7/16,,,,,88,88,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,TRUPER
000053,GARRUCHA AMERICAN POWER 2TON,1,M,HTA,S,PZ,,5,1A,5-1A,,,,GTR150812,,,,,7,0,5,,,,,,,770,770,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,AMERICAN POWER TOOLS
00010E,CONTACTOR 24V 10A 10E 3RH1122,1,M,ACO,N,PZ,,1,10C,1-10C,,,,DUAG60100,,,,,7,0,5,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,24,10,,SIEMENS
000222,LLAVE ALLEN TORX 17/64,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,TTC920120,,,,,7,1,10,,,,,,,45,45,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,URREA
000229,REMACHADORA AMERICAN 2 VIA ,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,TTC920120,,,,,7,0,3,,,,,,,84,84,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,URREA
00022B,RESPIRADOR 22B WILLSON,1,M,ESS,N,PZ,,2,1PA,2-1PA,,,,GTR150812,,,,,7,0,5,,2021/7/9,,,,,81.89,81.89,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
000259,AFINACION FLEX 4 PZ BUJIAS,1,M,HTA,N,JG,,5,1A,5-1A,,,,NMQ050902,,,,,7,0,2,,,,,,,101,101,P,JG,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,PIT BULL TOOLS
000264,PERICO CON FORRO 4 PZ AMERICAN,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,TTC920120,,,,,7,0,2,,,,,,,245,245,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,URREA
000282,JUEGO DESARMADOR 7 PZ 0282,1,M,HTA,N,JG,,1,13CV,1-13CV,,,,TTC920120,,,,,7,0,2,,,,,,,,,P,JG,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,URREA
000299,PINZA DE PRESION PITBULL,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,TTC920120,,,,,7,0,4,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,URREA
000330,TIJERA CORTATUBO PVC 1-5/8 330,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,TTC920120,,,,,7,0,2,,,,,,,1450,1450,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,URREA
000350,CORTATUBOS DE 1/8 A 1-1/8 350,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,TTC920120,,,,,7,0,2,,,,,,,371,371,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,URREA
000355,FAROS 12V,1,M,REF,N,PZ,,1,4B,1-4B,,,,SVE000216,,,,,7,0,20,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
000845,AUTOCLEAR TOOLS 150PZ,1,M,CON,N,JG,,5,1S,5-1S,,,,NMQ050902,,,,,7,0,2,,,,,,,2500,2500,P,JG,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,PIT BULL TOOLS
000977,PINZA SOLDADOR 9 0977,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,TTC920120,,,,,7,0,4,,,,,,,160,160,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,URREA
001011,BRAKER 01011 DOBLE 240V 10A,1,M,ACO,N,PZ,,1,10C,1-10C,,,,GTR150812,,,,,3,1,10,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,120/240,10,,LEGRAND
001012,BRAKER 01012 15A 120-240V 10K,1,M,ACO,N,PZ,,1,10C,1-10C,,,,GTR150812,,,,,3,1,10,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,LEGRAND
0011SP,PINZA SOLDADOR 11SP VISE-GRIP,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,TTC920120,,,,,7,0,4,,,,,,,599,599,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,URREA
001231,MULTIPLICADOR DE TORQUE 1231,1,M,HTA,N,PZ,,1,14D,1-14D,,,,GTR150812,,,,,7,0,2,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
002-20,PINTURA EPOXI-LOZA 2-20 ,1,M,CON,N,KG,,1,11PS,1-11PS,,,,LEAG82021,,,,,5,0,10,,,,,,,,,P,KG,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
002009,DISCO DE DESBASTE 9 AUSTROMEX,1,M,CON,N,PZ,,1,8D,1-8D,,,,AGA091112,,,,,7,5,100,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,AUSTROMEX
002077,DISCO DE CORTE 9 AUSTROMEX,1,M,CON,N,PZ,,1,19C,1-19C,,,,AGA091112,,,,,7,5,100,,,,,,,36.9,36.9,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,AUSTROMEX
002116,BARRA DE ALINEACION 1/2X14,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,TTC920120,,,,,7,0,3,,,,,,,161,161,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,URREA
002124,BARRA DE ALINEACION 3/4X24,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,TTC920120,,,,,7,0,3,,,,,,,423,423,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,URREA
002126,BARRA DE ALINEACION 1/2X16,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,TTC920120,,,,,7,0,3,,,,,,,226,226,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,URREA
002130,BARRA DE ALINEACION 5/8X18,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,TTC920120,,,,,7,0,3,,,,,,,325,325,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,URREA
002232,SWITCH 2232 3 POLOS 250V ROYER,1,M,ACO,N,PZ,,1,8E,1-8E,,,,GTR150812,,,,,7,2,20,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,250,60,,GENERICA
00234M,FOCO 120V 60W 8210 LUM E26 ECO,1,M,ACO,N,PZ,,1,10C,1-10C,,,,GTR150812,,,,,3,2,30,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,120,,60,GENERAL ELECTRIC
002373,ESPEJO DE INSPECCION 2373,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,TTC920120,,,,,7,0,5,,,,,,,184,184,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,CROMADO,2-1/8X3-1/2,,,,URREA
002379,OPRESORES DE MANGUERA 7/8 2379,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,TTC920120,,,,,7,0,5,,,,,,,191,191,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,URREA
00253G,PINZA CORTA FLUJO 9S 253G ,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,TTC920120,,,,,7,0,4,,,,,,,679,679,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,URREA
0027DB,TAPON AUDITIVO AMARILLO MRS,1,M,ESS,N,PZ,,1,15B,1-15B,,,,GTR150812,,,,,7,0,20,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,AZUL,,,,,GENERICA
002863,CEPILLO CIRCULAR 3 TENAZIT,1,M,HTA,N,PZ,,1,19D,1-19D,,,,GTR150812,,,,,7,0,10,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,TENAZIT
00288G,TIJERA CORTA CABLE 288G,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,TTC920120,,,,,7,0,2,,,,,,,557,557,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,URREA
002948,BOBINA FULL INJECTION,1,M,REF,N,PZ,,1,5C,1-5C,,,,GTR150812,,,,,4,0,2,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,INJETECH
003100,REGULADOR PARA TANQUE DE GAS ,1,M,REF,N,PZ,,1,12D,1-12D,,,,INF891031,,,,,7,0,5,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
004300,DREMEL 4300 ACESORIOS ESTUCHE,1,M,HTA,S,PZ,,1,14D,1-14D,,,,RDI070529,,1,,,7,0,5,,2018/8/21,,,,,2707,2707,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,NEGRO,,,,,DREMEL
004365,DISCOS DE CORTE DE 14 CINASA,1,M,CON,N,PZ,,1,8D,1-8D,,,,FAT830530,,,,,7,1,20,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,CINASA
004739,DISCO DE DESBASTE 4 1/2 CINASA,1,M,CON,N,PZ,,1,19C,1-19C,,,,FAT830530,,,,,7,5,200,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,CINASA
004769,DESARMADOR CUADRADO 1/4X7 4769,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,TTC920120,,,,,7,1,15,,,,,,,116,116,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,AMBAR,,,,,URREA
004960,DISCO DE CORTE 4 1/2 CINASA,1,M,CON,N,PZ,,1,19C,1-19C,,,,FAT830530,,,,,7,5,200,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,CINASA
005052,MANDIL DE CARNAZA INFRA,1,M,ESS,N,PZ,,1,15B,1-15B,,,,INF891031,,,,,7,0,5,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,CARNAZA,,,,,INFRA
005262,EXTENCION DE 3/8 X 1/2 5262,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,TTC920120,,,,,7,1,15,,,,,,,162,162,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,URREA
005263,EXTENCION DE 3/8 X 18 5263,1,M,HTA,N,PZ,,5,1A,5-1A,,,,TTC920120,,,,,7,1,15,,,,,,,254,254,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,URREA
005280,DADO 3/8 FLEXIBLE 17MM 5280,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,TTC920120,,,,,7,1,15,,,,,,,116,116,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,URREA
005463,EXTENCION DE 1/2 X 10 5463,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,TTC920120,,,,,7,1,15,,,,,,,184,184,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,URREA
005480,BERBIQUI 1/2,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,TTC920120,,,,,7,0,3,,,,,,,509,509,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,URREA
00563A,CORTAPERNOS O SISAYA 36,1,M,HTA,N,PZ,,1,22PS,1-22PS,,,,GTR150812,,,,,7,0,2,,,,,,,890,890,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,NEIKO
005FLH,MANGUERA GASOLINA 5/16,1,M,REF,N,M,,1,5B,1-5B,,,,MDM910322,,,,,7,0,3,,2021/4/8,,,,,40,40,P,M,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
006207,CONTROLADOR 120V 0.85A P-LUMIN,1,M,ACO,N,PZ,,1,10C,1-10C,,,,GTR150812,,,,,7,0,5,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,120,0.85,500,ADIR LIGHTING
006212,DESARMADOR CAJA 3/8 HEX 3S,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,TTC920120,,,,,7,1,15,,,,,,,89,89,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,AZUL,,,,,URREA
007328,DADO IMP 12 PUNTAS 7/8 7328,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,TTC920120,,,,,7,1,15,,,,,,,145,145,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,NEGRO,1/2L,,,,URREA
007386S,PINZA PELACABLE #8 SANTUL ,1,M,HTA,N,PZ,,5,1A,5-1A,,,,GTR150812,,,,,7,0,4,,,,,,,178,178,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
007518,DADO IMP 6 PUNTAS 1-1/8 7518,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,TTC920120,,,,,7,1,15,,,,,,,238,238,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,NEGRO,3/4S,,,,URREA
008011,DISCO DE DESBASTE 4 1/2 CINASA,1,M,CON,N,PZ,,1,19C,1-19C,,,,FAT830530,,,,,7,5,200,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,CINASA
008136,DISCO CORTE EXTRA 4-1/2 CINAS,1,M,CON,N,PZ,,1,19C,1-19C,,,,FAT830530,,,,,7,5,200,,,,,,,10.44,10.44,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,CINASA
008180,LLAVE ESTRIAS 1/2X9/16 8180,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,TTC920120,,,,,7,1,10,,,,,,,157,157,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,45GX12P,,,,URREA
008181,LLAVE ESTRIAS 1/2X9/16 8181,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,TTC920120,,,,,7,1,10,,,,,,,173,173,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,45GX12P,,,,URREA
008235,DISCO DE LAMINADO 4 1/2 CINASA,1,M,CON,N,PZ,,1,19C,1-19C,,,,FAT830530,,,,,7,5,50,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,CINASA
008623,DISCO DE CORTE 7 CINASA,1,M,CON,N,PZ,,1,19C,1-19C,,,,FAT830530,,,,,7,5,100,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,CINASA
009102,DESLIZADOR PATA DE MESA 7/8,1,M,ACO,N,PZ,,1,17B,1-17B,,,,HDM001017,,,,,7,0,15,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,SHEPHERD
009206,DESARMADOR CAJA 3/16 HEX 3S,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,TTC920120,,,,,7,1,15,,,,,,,77,77,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,NEGRO,,,,,URREA
009206M,DESARMADOR 6 MM 9206M,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,TTC920120,,,,,7,1,15,,,,,,,81,81,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,AMBAR,,,,,URREA
009207,DESARMADOR CAJA 7/32 CRV 9207,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,TTC920120,,,,,7,1,15,,,,,,,78,78,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,CAFÉ,,,,,URREA
009210,DESARMADOR CAJA 5/16 CRV 9210,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,TTC920120,,,,,7,1,15,,,,,,,85,85,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,AMBAR,,,,,URREA
009211,DESARMADOR CAJA 11/32 HEX 3S,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,TTC920120,,,,,7,1,15,,,,,,,101,101,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,ROJO,,,,,URREA
009214,DESARMADOR CAJA 5/16 CRV 9214,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,TTC920120,,,,,7,1,15,,,,,,,97,97,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,AMBAR,,,,,URREA
009216,DESARMADOR CAJA 1/2 HEX 3S CRV,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,TTC920120,,,,,7,1,15,,,,,,,101,101,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,ROJO,,,,,URREA
009218,DESARMADOR CAJA 9/16 HEX 3S,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,TTC920120,,,,,7,1,15,,,,,,,151,151,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,AMBAR,,,,,URREA
011126,BROCA PARA METAL 7/32,1,M,CON,N,PZ,,1,18C,1-18C,,,,NMQ050902,,,,,3,1,20,,,,,,,35,35,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,TRUPER
011646,LIJA PARA METAL-AGUA #10,1,M,CON,N,PZ,,1,20D,1-20D,,,,NMQ050902,,,,,7,2,50,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,FANDELI
013101,CINCELES Y BOTA ROLLPIN 16 PZ,1,M,HTA,N,JG,,1,13CV,1-13CV,,,,TTC920120,,,,,7,0,2,,,,,,,205.5,205.5,P,JG,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,URREA
014223,TAPON AUDITIVO DESECHABLE,1,M,ESS,N,PZ,,1,15B,1-15B,,,,LGS850318,,,,,7,5,50,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,NARANJA,,,,,GENERICA
015178,PISTON PUERTA GABINETE,1,M,ACO,N,PZ,,1,3B,1-3B,,,,AME970109,,,,,7,0,8,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
017544,CABLE PASACORRIENTE CALIBRE #6,1,M,HTA,N,PZ,,1,11B,1-11B,,,,NMQ050902,,,,,3,0,2,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,TRUPER
019023,PISTOLA AIRE 1/4 NPT 019023,1,M,HTA,N,JG,,1,19B,1-19B,,,,GTR150812,,,,,7,0,4,,,,,,,82,82,P,JG,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
020641,FOCO 120V 35W PAR-16 E26 HALO,1,M,ACO,N,PZ,,1,10C,1-10C,,,,AME970109,,,,,3,2,30,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,120,,35,GENERAL ELECTRIC
02523N,CUARTO REDONDO PLAFON CAMION,1,M,REF,N,PZ,,1,4B,1-4B,,,,SVE000216,,,,,3,0,5,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
02523U,CUARTO REDONDO PLAFON CAMION,1,M,REF,N,PZ,,1,4B,1-4B,,,,SVE000216,,,,,3,0,5,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
030053,GARRUCHA 2T PITBULL,1,M,HTA,S,PZ,,1,11E,1-11E,,,,GTR150812,,,,,7,0,5,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,PIT BULL TOOLS
030102,PINZA DE PUNTA 8 PITBULL,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,TTC920120,,,,,7,0,4,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,URREA
030107,PINZA ELECTRICISTA #9 PITBULL ,1,M,HTA,N,PZ,,5,1A,5-1A,,,,GTR150812,,,,,7,0,4,,,,,,,88,88,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
031370,PORTA CARBON MARCHA ,1,M,REF,N,PZ,,1,5C,1-5C,,,,GTR150812,,,,,7,0,4,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
032082,BROCA METAL 115 PIEZAS HSS,1,M,CON,N,JG,,5,1A,5-1A,,,,NMQ050902,,,,,7,0,2,,,,,,,806,806,P,JG,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
040145,CEPILLO TALADRO 3 PZ,1,M,CON,N,JG,,1,19D,1-19D,,,,GTR150812,,,,,7,1,20,,,,,,,,,P,JG,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,EM TOOLS
040436,FELPAS RODILLO # 4 CONFIANZA,1,M,CON,N,PZ,,1,19B,1-19B,,,,LEAG82021,,,,,2,1,20,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,CONFIANZA
040472,"EXTRACTOR ATE 3 PZ 3, 4, 6, 8",1,M,HTA,N,PZ,,5,1A,5-1A,,,,GTR150812,,,,,7,0,5,,,,,,,681,681,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,ATE
040916,LLAVE PATA DE CUERVO 1/2 4916,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,TTC920120,,,,,7,1,10,,,,,,,59,59,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,URREA
040999,DOBLADORA TUBO 3 EN 90 DADI,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,TTC920120,,,,,7,0,2,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,ROJO,,,,,URREA
044430,PIJA CABEZA OVALADA 1 1/2,1,M,CON,N,PZ,,1,17C,1-17C,,,,MDM910322,,,,,7,5,200,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
044971,PINTURA EN AEROSOL COMEX,1,M,CON,N,PZ,,1,20C,1-20C,,,,LEAG82021,,,,,5,0,10,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,ALUMINIO,,,,,GENERICA
045039,PINTURA VERDE AEROSOL 400ML,1,M,CON,N,PZ,,1,20C,1-20C,,,,LEAG82021,,,,,5,1,10,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,VERDE,,,,,GENERICA
046199,CLAVIJA BLINDADA CON ABRAZADER,1,M,ACO,N,PZ,,1,10D,1-10D,,,,NMQ050902,,,,,7,1,15,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,120,15,,VOLTECK
049712,CINCHO FILTRO 12S SUREBILT,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,GTR150812,,,,,7,0,2,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,SUREBILT
049787,CINCHO FILTRO 49787 SUREBILT,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,GTR150812,,,,,7,0,2,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,SUREBILT
05-JAN,SOPLETEADORA CON 5 BOQUILLAS,1,M,HTA,N,JG,,1,19B,1-19B,,,,NMQ050902,,,,,7,0,5,,2021/7/2,,,,,85,85,P,JG,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,TRUPER
050002,TARRAJA Y MACHUELOS 45PZMM HSS,1,M,HTA,N,JG,,5,1A,5-1A,,,,GTR150812,,,,,7,0,2,,,,,,,2129,2129,P,JG,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
055200,FLECHA STARK SOLDADOR 25LBS,1,M,HTA,N,PZ,,3,1A,3-1A,,,,GTR150812,,,,,3,0,5,,,,,,,59,59,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,STARK
060212,ROTOMATIC,1,M,HTA,S,PZ,,1,11B,1-11B,,,,GTR150812,,,,,7,0,5,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
062115,TABLA CARTA DE ACRILICO Y CLIP,1,M,PAP,N,PZ,,1,11B,1-11B,,,,ODM950324,,,,,7,0,100,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
065190,JABONERA DE BAÑO DUSOLEI,1,M,ACO,N,PZ,,1,3D,1-3D,,,,MDM910322,,,,,2,0,2,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,DUSOLEI
07141416,DADO IMP 6 PUNTAS 1-1/4 41416,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,TTC920120,,,,,7,1,15,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,NEGRO,3/4L,,,,URREA
07470P,NUDO UNIVER IMPACTO 1/2 7470P,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,TTC920120,,,,,7,0,5,,,,,,,418,418,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,URREA
0818AO,STILLSON PICO DE PATO 18 818SO,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,TTC920120,,,,,7,0,5,,,,,,,2355,2355,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,URREA
09204M,DESARMADOR CAJA 4MM 9204M,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,TTC920120,,,,,7,1,15,,,,,,,79,79,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,AMBAR,,,,,URREA
09205M,DESARMADOR CAJA 5 MM 9205M,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,TTC920120,,,,,7,1,15,,,,,,,75,75,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,AMBAR,,,,,URREA
09207M,DESARMADOR CAJA 7 MM 9207M,1,M,HTA,N,PZ,,1,13CV,1-13CV,,,,TTC920120,,,,,7,1,15,,,,,,,85,85,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,AMBAR,,,,,URREA
